person,text,text_empty,table,description_text
C_54,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they sympathize with others feelings. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.766 | In particular they said that they get stressed out easily. |
| agreeableness | 1.337 | In particular they said that they sympathize with others feelings. |
| conscientiousness | 0.398 |   |
| openness | 0.580 |   |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they sympathize with others feelings. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.766 | In particular they said that they get stressed out easily. |
| agreeableness | 1.337 | In particular they said that they sympathize with others feelings. |
| conscientiousness | 0.398 |   |
| openness | 0.580 |   |```"
C_55,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -0.286 |   |
| agreeableness | 1.070 | In particular they said that they interested in people. |
| conscientiousness | 1.001 | In particular they said that they are always prepared. |
| openness | 0.413 |   |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -0.286 |   |
| agreeableness | 1.070 | In particular they said that they interested in people. |
| conscientiousness | 1.001 | In particular they said that they are always prepared. |
| openness | 0.413 |   |```"
C_56,```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they pay attention to details. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.230 |   |
| neuroticism | -0.824 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.906 | In particular they said that they pay attention to details. |
| openness | 1.249 | In particular they said that they have a rich vocabulary. |```","```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they pay attention to details. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.230 |   |
| neuroticism | -0.824 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.906 | In particular they said that they pay attention to details. |
| openness | 1.249 | In particular they said that they have a rich vocabulary. |```"
C_57,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.759 | In particular they said that they are the life of the party. |
| neuroticism | 0.252 |   |
| agreeableness | 0.936 |   |
| conscientiousness | 0.548 |   |
| openness | -0.590 |   |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.759 | In particular they said that they are the life of the party. |
| neuroticism | 0.252 |   |
| agreeableness | 0.936 |   |
| conscientiousness | 0.548 |   |
| openness | -0.590 |   |```"
C_58,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a vivid imagination. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.228 | In particular they said that they get stressed out easily. |
| agreeableness | 1.470 | In particular they said that they interested in people. |
| conscientiousness | -1.563 | In particular they said that they leave their belongings around. |
| openness | 1.081 | In particular they said that they have a vivid imagination. |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a vivid imagination. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.228 | In particular they said that they get stressed out easily. |
| agreeableness | 1.470 | In particular they said that they interested in people. |
| conscientiousness | -1.563 | In particular they said that they leave their belongings around. |
| openness | 1.081 | In particular they said that they have a vivid imagination. |```"
C_59,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they make a mess of things. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.486 | In particular they said that they keep in the background. |
| neuroticism | -0.421 |   |
| agreeableness | -0.533 |   |
| conscientiousness | -1.110 | In particular they said that they make a mess of things. |
| openness | 1.750 | In particular they said that they have a rich vocabulary. |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they make a mess of things. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.486 | In particular they said that they keep in the background. |
| neuroticism | -0.421 |   |
| agreeableness | -0.533 |   |
| conscientiousness | -1.110 | In particular they said that they make a mess of things. |
| openness | 1.750 | In particular they said that they have a rich vocabulary. |```"
C_60,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they dont mind being the center of attention. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they seldom feel blue. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they dont mind being the center of attention. |
| neuroticism | 1.463 | In particular they said that they seldom feel blue.  |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | 1.755 | In particular they said that they are always prepared. |
| openness | 0.747 |   |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they dont mind being the center of attention. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they seldom feel blue. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they dont mind being the center of attention. |
| neuroticism | 1.463 | In particular they said that they seldom feel blue.  |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | 1.755 | In particular they said that they are always prepared. |
| openness | 0.747 |   |```"
C_61,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.858 |   |
| neuroticism | 0.252 |   |
| agreeableness | 0.669 |   |
| conscientiousness | 1.755 | In particular they said that they are always prepared. |
| openness | 0.580 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.858 |   |
| neuroticism | 0.252 |   |
| agreeableness | 0.669 |   |
| conscientiousness | 1.755 | In particular they said that they are always prepared. |
| openness | 0.580 |   |```"
C_62,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.277 | In particular they said that they dont talk a lot. |
| neuroticism | -0.286 |   |
| agreeableness | -2.936 | In particular they said that they insult people. |
| conscientiousness | -0.959 |   |
| openness | -0.423 |   |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.277 | In particular they said that they dont talk a lot. |
| neuroticism | -0.286 |   |
| agreeableness | -2.936 | In particular they said that they insult people. |
| conscientiousness | -0.959 |   |
| openness | -0.423 |   |```"
C_63,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is extremely resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -2.170 | In particular they said that they get stressed out easily. |
| agreeableness | 0.001 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | 0.580 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is extremely resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -2.170 | In particular they said that they get stressed out easily. |
| agreeableness | 0.001 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | 0.580 |   |```"
C_64,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont like to draw attention to themself. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.486 | In particular they said that they dont like to draw attention to themself. |
| neuroticism | -0.286 |   |
| agreeableness | -0.132 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | -0.423 |   |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont like to draw attention to themself. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.486 | In particular they said that they dont like to draw attention to themself. |
| neuroticism | -0.286 |   |
| agreeableness | -0.132 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | -0.423 |   |```"
C_65,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.503 |   |
| neuroticism | 0.386 |   |
| agreeableness | 0.535 |   |
| conscientiousness | 0.850 |   |
| openness | -0.256 |   |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.503 |   |
| neuroticism | 0.386 |   |
| agreeableness | 0.535 |   |
| conscientiousness | 0.850 |   |
| openness | -0.256 |   |```"
C_66,```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they make a mess of things. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | -0.555 |   |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | -1.110 | In particular they said that they make a mess of things. |
| openness | 0.246 |   |```","```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they make a mess of things. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | -0.555 |   |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | -1.110 | In particular they said that they make a mess of things. |
| openness | 0.246 |   |```"
C_67,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they are quiet around strangers. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they are quiet around strangers. |
| neuroticism | -0.824 |   |
| agreeableness | -0.132 |   |
| conscientiousness | -1.110 | In particular they said that they leave their belongings around. |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they are quiet around strangers. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they are quiet around strangers. |
| neuroticism | -0.824 |   |
| agreeableness | -0.132 |   |
| conscientiousness | -1.110 | In particular they said that they leave their belongings around. |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```"
C_68,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is extremely extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they often forget to put things back in their proper place. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.922 |   |
| neuroticism | 1.328 | In particular they said that they are relaxed most of the time.  |
| agreeableness | -2.402 | In particular they said that they insult people. |
| conscientiousness | -2.166 | In particular they said that they often forget to put things back in their proper place. |
| openness | 1.917 | In particular they said that they have a rich vocabulary. |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is extremely extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they often forget to put things back in their proper place. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.922 |   |
| neuroticism | 1.328 | In particular they said that they are relaxed most of the time.  |
| agreeableness | -2.402 | In particular they said that they insult people. |
| conscientiousness | -2.166 | In particular they said that they often forget to put things back in their proper place. |
| openness | 1.917 | In particular they said that they have a rich vocabulary. |```"
C_69,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -1.363 | In particular they said that they get stressed out easily. |
| agreeableness | -0.666 |   |
| conscientiousness | 1.302 | In particular they said that they are always prepared. |
| openness | -0.256 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -1.363 | In particular they said that they get stressed out easily. |
| agreeableness | -0.666 |   |
| conscientiousness | 1.302 | In particular they said that they are always prepared. |
| openness | -0.256 |   |```"
C_70,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -0.286 |   |
| agreeableness | 0.268 |   |
| conscientiousness | -0.658 |   |
| openness | -0.088 |   |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -0.286 |   |
| agreeableness | 0.268 |   |
| conscientiousness | -0.658 |   |
| openness | -0.088 |   |```"
C_71,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they worry about things. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they are not interested in abstract ideas. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -1.093 | In particular they said that they worry about things. |
| agreeableness | 0.268 |   |
| conscientiousness | 0.398 |   |
| openness | -1.258 | In particular they said that they are not interested in abstract ideas. |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they worry about things. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they are not interested in abstract ideas. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.963 |   |
| neuroticism | -1.093 | In particular they said that they worry about things. |
| agreeableness | 0.268 |   |
| conscientiousness | 0.398 |   |
| openness | -1.258 | In particular they said that they are not interested in abstract ideas. |```"
C_72,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they worry about things. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.649 |   |
| neuroticism | -1.228 | In particular they said that they worry about things. |
| agreeableness | 0.669 |   |
| conscientiousness | 0.398 |   |
| openness | 0.413 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they worry about things. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.649 |   |
| neuroticism | -1.228 | In particular they said that they worry about things. |
| agreeableness | 0.669 |   |
| conscientiousness | 0.398 |   |
| openness | 0.413 |   |```"
